U1 (V);U2 (V);U3 (V);U4 (V);U5 (V);Ustack (V);I (A);J (A/cm²)
0.851;0.85;0.849;0.85;0.85;4.215;7.248;0.07248
0.851;0.85;0.849;0.851;0.85;4.217;7.224;0.07224
0.851;0.851;0.849;0.851;0.85;4.218;7.219;0.07219
0.851;0.851;0.849;0.851;0.85;4.218;7.17;0.0717
0.851;0.851;0.849;0.851;0.85;4.218;7.17;0.0717
0.851;0.851;0.849;0.851;0.85;4.218;7.16;0.0716
0.851;0.851;0.85;0.851;0.85;4.218;7.16;0.0716
0.852;0.851;0.85;0.852;0.85;4.22;7.112;0.07112
0.852;0.851;0.85;0.851;0.851;4.223;7.068;0.07068
0.852;0.851;0.85;0.852;0.851;4.222;7.068;0.07068
0.852;0.851;0.85;0.852;0.851;4.222;7.068;0.07068
0.852;0.852;0.851;0.852;0.851;4.224;7.058;0.07058
0.852;0.852;0.85;0.852;0.851;4.224;7.048;0.07048
0.853;0.852;0.851;0.852;0.851;4.223;7.019;0.07019
0.853;0.852;0.851;0.852;0.852;4.225;6.965;0.06965
0.853;0.852;0.851;0.853;0.852;4.226;6.921;0.06921
0.853;0.852;0.851;0.853;0.852;4.225;6.916;0.06916
0.853;0.852;0.852;0.853;0.852;4.226;6.916;0.06916
0.853;0.853;0.852;0.853;0.852;4.228;6.877;0.06877
0.853;0.853;0.852;0.853;0.852;4.228;6.863;0.06863
0.854;0.853;0.852;0.853;0.853;4.229;6.863;0.06863
0.854;0.853;0.852;0.854;0.853;4.229;6.828;0.06828
0.854;0.853;0.852;0.854;0.853;4.229;6.838;0.06838
0.854;0.853;0.852;0.854;0.853;4.23;6.823;0.06823
0.854;0.854;0.852;0.854;0.853;4.232;6.75;0.0675
0.854;0.854;0.853;0.854;0.853;4.234;6.726;0.06726
0.854;0.854;0.853;0.854;0.853;4.234;6.716;0.06716
0.854;0.854;0.853;0.855;0.854;4.234;6.697;0.06697
0.855;0.854;0.853;0.854;0.853;4.235;6.687;0.06687
0.855;0.854;0.853;0.854;0.853;4.235;6.667;0.06667
0.855;0.854;0.853;0.855;0.854;4.235;6.672;0.06672
0.855;0.855;0.853;0.855;0.854;4.236;6.643;0.06643
0.855;0.855;0.853;0.855;0.854;4.236;6.628;0.06628
0.855;0.855;0.853;0.855;0.854;4.239;6.594;0.06594
0.855;0.855;0.853;0.855;0.854;4.239;6.574;0.06574
0.855;0.855;0.853;0.855;0.854;4.238;6.574;0.06574
0.856;0.855;0.853;0.855;0.854;4.24;6.57;0.0657
0.856;0.855;0.854;0.856;0.855;4.24;6.545;0.06545
0.856;0.856;0.854;0.856;0.855;4.24;6.516;0.06516
0.856;0.856;0.854;0.856;0.854;4.24;6.506;0.06506
0.856;0.856;0.854;0.856;0.855;4.241;6.482;0.06482
0.856;0.856;0.854;0.856;0.855;4.244;6.477;0.06477
0.856;0.856;0.854;0.856;0.855;4.244;6.462;0.06462
0.857;0.856;0.854;0.856;0.855;4.245;6.418;0.06418
0.857;0.856;0.854;0.856;0.855;4.245;6.394;0.06394
0.857;0.856;0.855;0.857;0.855;4.245;6.399;0.06399
0.857;0.856;0.854;0.857;0.855;4.246;6.369;0.06369
0.857;0.857;0.855;0.857;0.856;4.246;6.369;0.06369
0.857;0.857;0.855;0.857;0.856;4.249;6.311;0.06311
0.857;0.857;0.855;0.857;0.856;4.249;6.296;0.06296
0.857;0.857;0.855;0.857;0.856;4.248;6.296;0.06296
0.858;0.857;0.855;0.857;0.856;4.25;6.281;0.06281
0.858;0.857;0.856;0.858;0.857;4.25;6.262;0.06262
0.858;0.857;0.856;0.858;0.857;4.251;6.213;0.06213
0.858;0.857;0.856;0.858;0.857;4.251;6.198;0.06198
0.858;0.858;0.856;0.858;0.857;4.252;6.179;0.06179
0.859;0.858;0.856;0.858;0.857;4.254;6.174;0.06174
0.858;0.858;0.856;0.858;0.857;4.253;6.164;0.06164
0.859;0.858;0.856;0.858;0.857;4.255;6.159;0.06159
0.859;0.858;0.857;0.859;0.858;4.256;6.11;0.0611
0.859;0.858;0.857;0.859;0.858;4.256;6.081;0.06081
0.859;0.859;0.857;0.859;0.858;4.257;6.066;0.06066
0.859;0.859;0.857;0.859;0.858;4.258;5.998;0.05998
0.859;0.859;0.857;0.859;0.858;4.259;5.993;0.05993
0.86;0.859;0.858;0.86;0.858;4.26;5.998;0.05998
0.86;0.859;0.858;0.86;0.859;4.261;5.979;0.05979
0.86;0.86;0.858;0.86;0.859;4.261;5.969;0.05969
0.86;0.859;0.858;0.86;0.859;4.261;5.959;0.05959
0.86;0.86;0.858;0.86;0.859;4.261;5.9;0.059
0.86;0.86;0.858;0.86;0.859;4.262;5.891;0.05891
0.86;0.86;0.858;0.86;0.859;4.265;5.871;0.05871
0.861;0.86;0.859;0.861;0.859;4.264;5.847;0.05847
0.861;0.861;0.859;0.861;0.86;4.266;5.808;0.05808
0.861;0.86;0.859;0.861;0.86;4.266;5.788;0.05788
0.861;0.861;0.859;0.861;0.86;4.267;5.788;0.05788
0.861;0.861;0.859;0.861;0.86;4.267;5.778;0.05778
0.861;0.861;0.859;0.861;0.86;4.268;5.744;0.05744
0.861;0.861;0.859;0.861;0.86;4.269;5.7;0.057
0.861;0.861;0.859;0.861;0.86;4.271;5.715;0.05715
0.861;0.861;0.859;0.861;0.86;4.27;5.7;0.057
0.862;0.861;0.86;0.862;0.86;4.271;5.69;0.0569
0.862;0.861;0.86;0.862;0.861;4.272;5.676;0.05676
0.862;0.861;0.86;0.862;0.861;4.272;5.646;0.05646
0.862;0.862;0.86;0.862;0.861;4.272;5.612;0.05612
0.862;0.862;0.86;0.862;0.861;4.273;5.607;0.05607
0.862;0.862;0.86;0.862;0.861;4.273;5.588;0.05588
0.862;0.862;0.861;0.862;0.861;4.275;5.578;0.05578
0.862;0.862;0.861;0.862;0.862;4.276;5.544;0.05544
0.863;0.862;0.861;0.863;0.862;4.278;5.495;0.05495
0.863;0.863;0.861;0.863;0.862;4.278;5.49;0.0549
0.863;0.863;0.861;0.863;0.862;4.278;5.49;0.0549
0.863;0.863;0.861;0.863;0.862;4.279;5.495;0.05495
0.863;0.863;0.861;0.864;0.862;4.279;5.471;0.05471
0.863;0.863;0.862;0.864;0.863;4.282;5.407;0.05407
0.864;0.863;0.862;0.863;0.863;4.282;5.397;0.05397
0.864;0.863;0.862;0.864;0.863;4.282;5.412;0.05412
0.864;0.864;0.862;0.864;0.863;4.283;5.358;0.05358
0.864;0.864;0.863;0.864;0.863;4.283;5.309;0.05309
0.864;0.864;0.863;0.864;0.864;4.285;5.309;0.05309
0.864;0.864;0.863;0.864;0.863;4.284;5.309;0.05309
0.864;0.864;0.863;0.864;0.864;4.285;5.305;0.05305
0.865;0.864;0.863;0.865;0.864;4.288;5.256;0.05256
0.865;0.864;0.863;0.865;0.864;4.289;5.202;0.05202
0.865;0.864;0.863;0.865;0.864;4.289;5.207;0.05207
0.865;0.865;0.864;0.865;0.864;4.289;5.207;0.05207
0.865;0.865;0.864;0.865;0.864;4.29;5.158;0.05158
0.865;0.865;0.864;0.866;0.864;4.292;5.168;0.05168
0.865;0.865;0.864;0.866;0.864;4.291;5.143;0.05143
0.866;0.865;0.864;0.866;0.865;4.294;5.114;0.05114
0.866;0.865;0.864;0.866;0.865;4.294;5.104;0.05104
0.866;0.866;0.864;0.866;0.865;4.294;5.08;0.0508
0.866;0.866;0.864;0.866;0.865;4.296;5.046;0.05046
0.866;0.866;0.865;0.867;0.865;4.297;5.016;0.05016
0.866;0.866;0.865;0.867;0.865;4.297;5.012;0.05012
0.866;0.866;0.865;0.867;0.865;4.298;5.007;0.05007
0.866;0.866;0.865;0.867;0.865;4.299;5.012;0.05012
0.867;0.867;0.865;0.867;0.866;4.299;4.943;0.04943
0.867;0.867;0.865;0.867;0.866;4.3;4.909;0.04909
0.867;0.867;0.866;0.868;0.866;4.302;4.899;0.04899
0.867;0.867;0.866;0.868;0.866;4.305;4.875;0.04875
0.868;0.867;0.866;0.868;0.866;4.305;4.865;0.04865
0.867;0.867;0.866;0.868;0.866;4.304;4.865;0.04865
0.868;0.867;0.866;0.868;0.866;4.304;4.841;0.04841
0.868;0.868;0.867;0.868;0.867;4.305;4.806;0.04806
0.868;0.868;0.866;0.868;0.867;4.307;4.772;0.04772
0.868;0.868;0.867;0.868;0.867;4.308;4.762;0.04762
0.868;0.868;0.867;0.869;0.867;4.308;4.743;0.04743
0.869;0.868;0.867;0.869;0.867;4.31;4.714;0.04714
0.869;0.868;0.867;0.869;0.868;4.31;4.709;0.04709
0.869;0.869;0.868;0.87;0.868;4.312;4.684;0.04684
0.869;0.869;0.868;0.87;0.868;4.311;4.679;0.04679
0.87;0.869;0.868;0.87;0.868;4.312;4.655;0.04655
0.87;0.869;0.868;0.87;0.869;4.314;4.616;0.04616
0.87;0.869;0.868;0.87;0.869;4.314;4.621;0.04621
0.87;0.869;0.868;0.87;0.869;4.315;4.592;0.04592
0.87;0.87;0.869;0.87;0.869;4.316;4.557;0.04557
0.87;0.87;0.868;0.87;0.869;4.316;4.567;0.04567
0.87;0.87;0.869;0.87;0.869;4.316;4.528;0.04528
0.871;0.87;0.869;0.871;0.869;4.318;4.508;0.04508
0.871;0.871;0.869;0.871;0.87;4.321;4.455;0.04455
0.871;0.871;0.869;0.871;0.87;4.321;4.469;0.04469
0.871;0.871;0.87;0.871;0.87;4.321;4.43;0.0443
0.871;0.871;0.87;0.872;0.87;4.321;4.421;0.04421
0.871;0.871;0.87;0.872;0.87;4.323;4.411;0.04411
0.872;0.872;0.87;0.872;0.871;4.325;4.342;0.04342
0.872;0.872;0.87;0.872;0.871;4.325;4.347;0.04347
0.872;0.871;0.87;0.872;0.871;4.325;4.347;0.04347
0.872;0.872;0.87;0.872;0.871;4.325;4.333;0.04333
0.872;0.872;0.87;0.872;0.871;4.326;4.323;0.04323
0.872;0.872;0.871;0.873;0.871;4.326;4.303;0.04303
0.872;0.872;0.871;0.873;0.871;4.327;4.269;0.04269
0.872;0.872;0.871;0.873;0.871;4.327;4.259;0.04259
0.873;0.873;0.871;0.873;0.872;4.329;4.245;0.04245
0.873;0.873;0.871;0.873;0.872;4.331;4.225;0.04225
0.873;0.873;0.872;0.873;0.872;4.331;4.196;0.04196
0.873;0.873;0.872;0.874;0.872;4.332;4.147;0.04147
0.874;0.873;0.872;0.874;0.872;4.333;4.137;0.04137
0.874;0.874;0.872;0.874;0.873;4.336;4.128;0.04128
0.874;0.874;0.872;0.875;0.873;4.337;4.093;0.04093
0.874;0.874;0.873;0.875;0.873;4.337;4.059;0.04059
0.874;0.874;0.872;0.875;0.873;4.337;4.064;0.04064
0.874;0.874;0.873;0.875;0.874;4.338;4.04;0.0404
0.875;0.874;0.873;0.875;0.874;4.34;4.025;0.04025
0.875;0.874;0.873;0.875;0.874;4.34;4.02;0.0402
0.875;0.874;0.873;0.875;0.874;4.339;4.025;0.04025
0.875;0.875;0.874;0.875;0.874;4.34;3.986;0.03986
0.876;0.875;0.874;0.876;0.875;4.343;3.932;0.03932
0.876;0.875;0.874;0.876;0.875;4.344;3.932;0.03932
0.876;0.875;0.874;0.876;0.875;4.344;3.922;0.03922
0.876;0.875;0.874;0.876;0.875;4.344;3.903;0.03903
0.876;0.876;0.875;0.877;0.875;4.347;3.854;0.03854
0.876;0.876;0.875;0.877;0.875;4.348;3.82;0.0382
0.876;0.876;0.875;0.877;0.875;4.348;3.82;0.0382
0.876;0.876;0.875;0.877;0.876;4.348;3.835;0.03835
0.877;0.877;0.875;0.877;0.876;4.348;3.81;0.0381
0.877;0.877;0.876;0.878;0.876;4.353;3.747;0.03747
0.877;0.877;0.876;0.878;0.876;4.353;3.732;0.03732
0.877;0.877;0.876;0.878;0.876;4.354;3.737;0.03737
0.877;0.877;0.876;0.878;0.876;4.353;3.722;0.03722
0.877;0.877;0.876;0.878;0.876;4.353;3.698;0.03698
0.878;0.878;0.876;0.878;0.877;4.356;3.644;0.03644
0.878;0.878;0.877;0.878;0.877;4.357;3.639;0.03639
0.878;0.878;0.877;0.879;0.877;4.358;3.639;0.03639
0.878;0.878;0.877;0.878;0.877;4.358;3.62;0.0362
0.878;0.878;0.877;0.879;0.877;4.358;3.59;0.0359
0.879;0.879;0.877;0.879;0.878;4.359;3.546;0.03546
0.879;0.879;0.877;0.879;0.878;4.362;3.561;0.03561
0.879;0.879;0.878;0.88;0.878;4.364;3.541;0.03541
0.879;0.879;0.878;0.88;0.878;4.364;3.507;0.03507
0.88;0.88;0.878;0.88;0.879;4.365;3.444;0.03444
0.88;0.879;0.879;0.881;0.879;4.366;3.444;0.03444
0.881;0.88;0.879;0.881;0.879;4.369;3.424;0.03424
0.88;0.88;0.879;0.881;0.879;4.368;3.414;0.03414
0.88;0.88;0.879;0.881;0.879;4.369;3.414;0.03414
0.88;0.88;0.879;0.881;0.879;4.369;3.39;0.0339
0.881;0.881;0.88;0.881;0.88;4.37;3.346;0.03346
0.881;0.881;0.88;0.882;0.88;4.374;3.331;0.03331
0.881;0.881;0.88;0.882;0.88;4.373;3.307;0.03307
0.881;0.881;0.88;0.882;0.88;4.375;3.288;0.03288
0.882;0.882;0.88;0.882;0.881;4.375;3.253;0.03253
0.882;0.882;0.881;0.882;0.881;4.375;3.244;0.03244
0.882;0.882;0.881;0.883;0.881;4.38;3.224;0.03224
0.882;0.882;0.881;0.883;0.881;4.379;3.204;0.03204
0.882;0.882;0.881;0.883;0.881;4.378;3.214;0.03214
0.882;0.882;0.881;0.883;0.881;4.38;3.19;0.0319
0.883;0.883;0.881;0.883;0.882;4.38;3.156;0.03156
0.883;0.883;0.882;0.883;0.882;4.381;3.146;0.03146
0.883;0.883;0.882;0.884;0.882;4.382;3.141;0.03141
0.883;0.883;0.882;0.883;0.882;4.384;3.112;0.03112
0.883;0.883;0.882;0.884;0.882;4.383;3.092;0.03092
0.884;0.884;0.882;0.884;0.883;4.385;3.053;0.03053
0.884;0.884;0.883;0.884;0.883;4.386;3.048;0.03048
0.884;0.884;0.883;0.885;0.883;4.388;3.024;0.03024
0.885;0.884;0.883;0.885;0.884;4.389;2.99;0.0299
0.885;0.885;0.884;0.886;0.884;4.391;2.955;0.02955
0.885;0.885;0.883;0.885;0.884;4.391;2.96;0.0296
0.885;0.885;0.884;0.886;0.884;4.391;2.96;0.0296
0.886;0.885;0.884;0.886;0.884;4.394;2.926;0.02926
0.886;0.885;0.884;0.886;0.885;4.395;2.902;0.02902
0.886;0.886;0.885;0.886;0.885;4.396;2.863;0.02863
0.886;0.886;0.885;0.887;0.885;4.397;2.843;0.02843
0.887;0.886;0.885;0.887;0.886;4.399;2.824;0.02824
0.887;0.886;0.885;0.887;0.886;4.399;2.784;0.02784
0.887;0.887;0.886;0.887;0.886;4.4;2.784;0.02784
0.887;0.887;0.886;0.888;0.886;4.402;2.765;0.02765
0.887;0.887;0.886;0.888;0.886;4.403;2.755;0.02755
0.888;0.888;0.887;0.888;0.887;4.406;2.721;0.02721
0.888;0.888;0.887;0.889;0.887;4.407;2.692;0.02692
0.888;0.888;0.887;0.889;0.887;4.408;2.662;0.02662
0.888;0.888;0.887;0.889;0.887;4.408;2.662;0.02662
0.888;0.888;0.887;0.889;0.887;4.408;2.662;0.02662
0.889;0.888;0.887;0.889;0.888;4.409;2.653;0.02653
0.889;0.889;0.888;0.889;0.888;4.412;2.614;0.02614
0.889;0.889;0.888;0.89;0.888;4.412;2.579;0.02579
0.889;0.889;0.888;0.89;0.889;4.415;2.555;0.02555
0.89;0.89;0.888;0.89;0.889;4.415;2.535;0.02535
0.891;0.89;0.889;0.89;0.889;4.418;2.511;0.02511
0.89;0.89;0.889;0.891;0.89;4.418;2.477;0.02477
0.891;0.891;0.89;0.891;0.89;4.421;2.462;0.02462
0.891;0.891;0.89;0.891;0.89;4.422;2.462;0.02462
0.891;0.89;0.889;0.891;0.89;4.422;2.457;0.02457
0.891;0.891;0.89;0.892;0.89;4.422;2.452;0.02452
0.892;0.891;0.89;0.892;0.891;4.424;2.394;0.02394
0.892;0.892;0.891;0.892;0.891;4.424;2.399;0.02399
0.892;0.892;0.891;0.893;0.891;4.428;2.369;0.02369
0.892;0.892;0.891;0.893;0.892;4.429;2.345;0.02345
0.893;0.893;0.892;0.893;0.892;4.431;2.301;0.02301
0.893;0.893;0.892;0.894;0.892;4.432;2.306;0.02306
0.893;0.893;0.892;0.894;0.893;4.435;2.272;0.02272
0.893;0.894;0.892;0.894;0.893;4.434;2.272;0.02272
0.893;0.894;0.892;0.894;0.893;4.434;2.267;0.02267
0.894;0.894;0.893;0.894;0.893;4.435;2.242;0.02242
0.894;0.894;0.893;0.894;0.893;4.438;2.198;0.02198
0.894;0.894;0.893;0.895;0.894;4.439;2.198;0.02198
0.895;0.895;0.893;0.895;0.894;4.441;2.159;0.02159
0.895;0.895;0.893;0.895;0.894;4.44;2.174;0.02174
0.895;0.895;0.894;0.896;0.894;4.442;2.14;0.0214
0.896;0.896;0.894;0.896;0.895;4.444;2.106;0.02106
0.897;0.896;0.895;0.897;0.895;4.445;2.057;0.02057
0.896;0.896;0.895;0.897;0.895;4.447;2.062;0.02062
0.896;0.896;0.895;0.897;0.895;4.446;2.071;0.02071
0.897;0.896;0.896;0.897;0.896;4.447;2.057;0.02057
0.897;0.897;0.896;0.898;0.897;4.451;1.979;0.01979
0.898;0.898;0.897;0.898;0.897;4.454;1.979;0.01979
0.898;0.898;0.897;0.898;0.897;4.455;1.979;0.01979
0.898;0.898;0.897;0.899;0.897;4.456;1.94;0.0194
0.899;0.899;0.897;0.899;0.898;4.457;1.905;0.01905
0.899;0.899;0.897;0.899;0.898;4.458;1.896;0.01896
0.899;0.899;0.898;0.899;0.898;4.46;1.896;0.01896
0.899;0.899;0.898;0.9;0.898;4.461;1.861;0.01861
0.899;0.899;0.898;0.9;0.898;4.462;1.866;0.01866
0.9;0.9;0.899;0.9;0.899;4.464;1.827;0.01827
0.9;0.9;0.899;0.901;0.899;4.467;1.788;0.01788
0.901;0.901;0.9;0.901;0.9;4.47;1.754;0.01754
0.901;0.901;0.9;0.901;0.9;4.471;1.773;0.01773
0.901;0.901;0.9;0.902;0.901;4.471;1.749;0.01749
0.902;0.902;0.901;0.902;0.901;4.474;1.7;0.017
0.902;0.902;0.901;0.902;0.901;4.477;1.695;0.01695
0.903;0.903;0.902;0.903;0.902;4.477;1.671;0.01671
0.903;0.903;0.902;0.903;0.902;4.479;1.676;0.01676
0.903;0.903;0.902;0.904;0.902;4.479;1.637;0.01637
0.904;0.904;0.903;0.904;0.903;4.483;1.603;0.01603
0.904;0.904;0.903;0.904;0.903;4.483;1.588;0.01588
0.904;0.904;0.903;0.904;0.903;4.484;1.588;0.01588
0.905;0.905;0.904;0.905;0.904;4.488;1.544;0.01544
0.905;0.906;0.904;0.906;0.905;4.492;1.5;0.015
0.905;0.906;0.904;0.906;0.905;4.493;1.5;0.015
0.906;0.906;0.905;0.906;0.905;4.494;1.495;0.01495
0.906;0.906;0.905;0.907;0.906;4.496;1.471;0.01471
0.906;0.906;0.905;0.907;0.906;4.499;1.451;0.01451
0.907;0.907;0.906;0.907;0.906;4.498;1.432;0.01432
0.907;0.907;0.906;0.908;0.907;4.502;1.393;0.01393
0.908;0.908;0.907;0.908;0.907;4.503;1.393;0.01393
0.908;0.908;0.907;0.909;0.908;4.506;1.363;0.01363
0.909;0.908;0.907;0.909;0.908;4.507;1.373;0.01373
0.909;0.909;0.908;0.909;0.908;4.509;1.344;0.01344
0.909;0.91;0.908;0.91;0.909;4.511;1.295;0.01295
0.909;0.91;0.909;0.91;0.909;4.512;1.285;0.01285
0.91;0.91;0.909;0.911;0.91;4.516;1.266;0.01266
0.91;0.911;0.909;0.911;0.91;4.517;1.261;0.01261
0.911;0.911;0.91;0.911;0.91;4.518;1.231;0.01231
0.911;0.912;0.91;0.912;0.911;4.521;1.197;0.01197
0.911;0.912;0.91;0.912;0.911;4.524;1.197;0.01197
0.912;0.912;0.911;0.912;0.911;4.525;1.192;0.01192
0.913;0.913;0.912;0.913;0.912;4.527;1.168;0.01168
0.913;0.913;0.912;0.914;0.912;4.53;1.134;0.01134
0.914;0.914;0.913;0.914;0.913;4.533;1.099;0.01099
0.914;0.914;0.913;0.915;0.913;4.536;1.085;0.01085
0.915;0.915;0.914;0.915;0.914;4.539;1.041;0.01041
0.915;0.915;0.914;0.916;0.914;4.542;1.07;0.0107
0.915;0.915;0.914;0.916;0.915;4.542;1.036;0.01036
0.916;0.916;0.915;0.917;0.915;4.546;1.002;0.01002
0.917;0.917;0.916;0.917;0.916;4.548;1.002;0.01002
0.917;0.917;0.916;0.918;0.917;4.551;0.958;0.00958
0.917;0.918;0.916;0.918;0.917;4.553;0.958;0.00958
0.918;0.918;0.917;0.918;0.917;4.554;0.933;0.00933
0.919;0.919;0.918;0.919;0.918;4.558;0.904;0.00904
0.919;0.919;0.918;0.919;0.918;4.559;0.904;0.00904
0.919;0.919;0.918;0.92;0.919;4.56;0.904;0.00904
0.92;0.92;0.919;0.921;0.92;4.565;0.831;0.00831
0.921;0.921;0.92;0.922;0.921;4.57;0.806;0.00806
0.922;0.922;0.921;0.922;0.921;4.573;0.806;0.00806
0.922;0.922;0.921;0.922;0.921;4.574;0.792;0.00792
0.923;0.923;0.922;0.923;0.922;4.579;0.777;0.00777
0.923;0.923;0.922;0.923;0.923;4.58;0.762;0.00762
0.924;0.924;0.922;0.924;0.923;4.581;0.728;0.00728
0.925;0.925;0.924;0.925;0.924;4.586;0.704;0.00704
0.925;0.925;0.924;0.925;0.924;4.589;0.699;0.00699
0.926;0.926;0.925;0.926;0.926;4.595;0.65;0.0065
0.926;0.927;0.925;0.927;0.926;4.596;0.64;0.0064
0.927;0.927;0.926;0.927;0.926;4.598;0.636;0.00636
0.928;0.928;0.927;0.928;0.927;4.603;0.616;0.00616
0.928;0.928;0.927;0.928;0.927;4.605;0.606;0.00606
0.928;0.929;0.928;0.929;0.928;4.607;0.601;0.00601
0.929;0.93;0.929;0.93;0.929;4.612;0.543;0.00543
0.93;0.93;0.929;0.93;0.93;4.614;0.533;0.00533
0.932;0.932;0.931;0.932;0.931;4.621;0.489;0.00489
0.933;0.933;0.932;0.933;0.933;4.629;0.455;0.00455
0.934;0.934;0.932;0.934;0.933;4.633;0.44;0.0044
0.934;0.934;0.933;0.935;0.934;4.636;0.421;0.00421
0.936;0.935;0.934;0.936;0.935;4.64;0.416;0.00416
0.936;0.937;0.935;0.936;0.936;4.645;0.406;0.00406
0.937;0.938;0.937;0.938;0.937;4.651;0.362;0.00362
0.938;0.939;0.937;0.938;0.938;4.656;0.357;0.00357
0.939;0.939;0.938;0.939;0.938;4.658;0.338;0.00338
0.94;0.94;0.939;0.94;0.94;4.663;0.299;0.00299
0.941;0.942;0.94;0.941;0.941;4.668;0.303;0.00303
0.942;0.943;0.942;0.942;0.942;4.676;0.25;0.0025
0.943;0.943;0.942;0.943;0.942;4.68;0.235;0.00235
0.943;0.943;0.942;0.943;0.943;4.683;0.24;0.0024
0.944;0.944;0.943;0.944;0.943;4.685;0.235;0.00235
0.945;0.946;0.944;0.946;0.945;4.692;0.201;0.00201
0.947;0.947;0.946;0.947;0.947;4.702;0.137;0.00137
0.948;0.949;0.947;0.949;0.948;4.707;0.152;0.00152
0.949;0.949;0.948;0.949;0.949;4.712;0.132;0.00132
0.95;0.95;0.949;0.95;0.949;4.716;0.128;0.00128
0.952;0.952;0.951;0.952;0.951;4.723;0.108;0.00108
0.954;0.954;0.952;0.954;0.953;4.734;0.054;0.00054
0.955;0.955;0.954;0.955;0.955;4.741;0.049;0.00049
0.956;0.957;0.955;0.957;0.956;4.748;0.04;0.0004
0.958;0.959;0.957;0.958;0.958;4.756;0.025;0.00025
0.959;0.96;0.959;0.96;0.959;4.764;0.025;0.00025
0.961;0.961;0.96;0.961;0.961;4.771;0.025;0.00025
0.963;0.963;0.962;0.963;0.963;4.779;0.025;0.00025
0.964;0.965;0.963;0.965;0.964;4.786;0.025;0.00025
0.966;0.966;0.965;0.966;0.966;4.793;0.025;0.00025
0.968;0.968;0.967;0.968;0.968;4.803;0.025;0.00025
0.969;0.97;0.968;0.969;0.969;4.812;0.025;0.00025
0.971;0.971;0.969;0.971;0.97;4.818;0.025;0.00025
0.972;0.972;0.971;0.972;0.971;4.823;0.025;0.00025
0.972;0.973;0.971;0.972;0.972;4.828;0.025;0.00025
0.973;0.974;0.972;0.973;0.973;4.834;0.025;0.00025
0.974;0.975;0.973;0.974;0.974;4.837;0.025;0.00025
0.975;0.975;0.974;0.975;0.975;4.841;0.025;0.00025
0.975;0.976;0.974;0.976;0.975;4.844;0.025;0.00025
0.976;0.977;0.975;0.976;0.976;4.847;0.025;0.00025
0.977;0.977;0.975;0.977;0.976;4.85;0.025;0.00025
0.977;0.978;0.976;0.977;0.977;4.853;0.025;0.00025
0.978;0.978;0.976;0.978;0.977;4.855;0.025;0.00025
0.978;0.979;0.977;0.978;0.978;4.858;0.025;0.00025
0.979;0.979;0.977;0.979;0.978;4.86;0.025;0.00025
0.979;0.98;0.978;0.979;0.979;4.862;0.025;0.00025
0.98;0.98;0.978;0.979;0.979;4.865;0.025;0.00025
0.98;0.981;0.979;0.98;0.98;4.866;0.025;0.00025
0.98;0.981;0.979;0.981;0.98;4.869;0.025;0.00025
0.981;0.982;0.979;0.981;0.981;4.871;0.025;0.00025
0.981;0.982;0.98;0.981;0.981;4.872;0.025;0.00025
0.982;0.982;0.98;0.982;0.981;4.873;0.025;0.00025
0.982;0.983;0.98;0.982;0.982;4.876;0.025;0.00025
0.982;0.983;0.981;0.982;0.982;4.877;0.025;0.00025
0.982;0.983;0.981;0.982;0.982;4.88;0.025;0.00025
0.983;0.984;0.981;0.983;0.983;4.882;0.025;0.00025
0.983;0.984;0.981;0.983;0.983;4.882;0.025;0.00025
0.984;0.984;0.982;0.983;0.983;4.883;0.025;0.00025
0.984;0.984;0.982;0.984;0.984;4.886;0.025;0.00025
0.984;0.985;0.982;0.984;0.984;4.887;0.025;0.00025
0.984;0.985;0.982;0.984;0.984;4.887;0.025;0.00025
0.984;0.985;0.982;0.984;0.984;4.888;0.025;0.00025
0.985;0.986;0.983;0.985;0.985;4.89;0.025;0.00025
0.985;0.986;0.983;0.985;0.985;4.893;0.025;0.00025
0.986;0.986;0.983;0.985;0.985;4.893;0.025;0.00025
0.986;0.987;0.984;0.985;0.985;4.893;0.025;0.00025
0.986;0.987;0.984;0.986;0.986;4.896;0.025;0.00025
0.986;0.987;0.984;0.986;0.986;4.898;0.025;0.00025
0.986;0.987;0.984;0.986;0.986;4.898;0.025;0.00025
0.987;0.987;0.984;0.986;0.986;4.899;0.025;0.00025
0.987;0.987;0.985;0.987;0.987;4.899;0.025;0.00025
0.987;0.988;0.985;0.987;0.987;4.9;0.025;0.00025
0.987;0.988;0.985;0.987;0.987;4.902;0.025;0.00025
0.987;0.988;0.985;0.987;0.987;4.903;0.025;0.00025
0.988;0.989;0.985;0.987;0.987;4.904;0.025;0.00025
0.988;0.989;0.985;0.988;0.987;4.904;0.025;0.00025
0.988;0.989;0.986;0.988;0.987;4.905;0.025;0.00025
0.988;0.989;0.986;0.988;0.988;4.905;0.025;0.00025
0.988;0.989;0.986;0.988;0.988;4.907;0.025;0.00025
0.988;0.989;0.986;0.988;0.988;4.909;0.025;0.00025
0.989;0.989;0.986;0.988;0.988;4.909;0.025;0.00025
0.989;0.99;0.986;0.988;0.988;4.909;0.025;0.00025
0.989;0.99;0.987;0.989;0.988;4.909;0.025;0.00025
0.989;0.99;0.986;0.989;0.989;4.91;0.025;0.00025
0.989;0.99;0.987;0.989;0.989;4.911;0.025;0.00025
0.989;0.99;0.987;0.989;0.989;4.912;0.025;0.00025
